Tên văn phòng đại diện,Ngày cấp,Ngày hết hạn,Quốc gia,Điện thoại VPDD,Địa chỉ,Tên trưởng đại diện,Quốc tịch,Số giấy phép,Ngày cấp phép,Ngày giấy phép hết hạn,Lĩnh vực hoạt động,Tên công ty mẹ,Địa chỉ van phong chinh,Điện thoại VPDD Chinh,Năm thành lập,Nơi ĐKTL,"Bang, Tỉnh, TP",Vốn điều lệ
CIVA-UNIPACIFIC CORP.,2013-06-05 00:00:00.0,2014-06-05 00:00:00.0,Canada,,,Ronald W. Struthers,Canada,41-003863,2013-06-05 00:00:00.0,2014-06-05 00:00:00.0,,Civa-Unipacific Corp.,"Trust Company Complex Ajeltake Road, Ajeltake Island, PO Box: 1496, Majuro, Marshall Islands MH96960",+692 455 8338,2008,Marshall Islands,,0 USD
"NAMOINTERACTIVE, INC",2012-10-01 00:00:00.0,2013-10-01 00:00:00.0,Hàn Quốc,66798288,,Park Jongil,Hàn Quốc,41-003677,2012-10-01 00:00:00.0,2013-10-01 00:00:00.0,,"NAMOINTERACTIVE, Inc","(Garak - dong, 11FL NIPA B/D), 113, Jungdae - ro, Songpa - gu, Seoul, Korea",02-559-93333,2007,Hàn Quốc,,1.000.000.000 USD
DELTA ENERGY SYSTEMS (SINGAPORE) PTE. LTD.,2014-10-03 11:28:34.166,2019-10-02 00:00:00.0,Việt Nam,,"RIC, 3, 51, Hoàng Việt , phường 4, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Võ Trương Bảo Kỳ,Việt Nam,"41-004178
Thương mại",2014-10-03 11:28:34.166,2019-10-02 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,",Delta Energy Systems (Singapore) Pte. Ltd.,"4 Kaki Bukit Avenue 1, #05-04, Singapore (417939)",6567475155,0,Singapore,,30.393.490 USD
MANN + HUMMEL ULTRA - FLO PTE. LTD.,2012-02-20 00:00:00.0,2017-02-19 00:00:00.0,Việt Nam,,,Nguyễn Thị Thanh Trà,Việt Nam,41-003515,2012-02-20 00:00:00.0,2017-02-19 00:00:00.0,,Mann + Hummel Ultra - Flo Pte. Ltd.,"2 Tuas avenue 10, Singapore (639126)",65 64577533,2005,Singapore,,11.000 USD
"SANTEN PHARMACEUTICAL CO., LTD.",2013-10-04 00:00:00.0,2018-10-03 00:00:00.0,Nhật Bản,,,Tomoyuki Yoshida,Nhật Bản,41-003938,2013-10-04 00:00:00.0,2018-10-03 00:00:00.0,,"Santen Pharmaceutical Co., Ltd.","9-19, Shimoshinjo 3-chome, Higashiyodogawa-ku, Osaka, Japan",081-6-6321-7997,1925,Nhật Bản,,0 USD
INTECH PUMPS SERVICE CENTER (OEM) SDN. BHD,2011-01-14 00:00:00.0,2016-01-14 00:00:00.0,Việt Nam,,,TRẦN CAO MINH CHÁNH,Việt Nam,41-003179,2011-01-14 00:00:00.0,2016-01-14 00:00:00.0,,INTECH PUMPS SERVICE CENTER (OEM) SDN. BHD,"104-2Jalan Mega Mendung, Bandar Park, 5th Miles, Off Old, Klang Road, 58200 Kuala Lumpur, Malaysia",603 80622824,2007,Malaysia,,0 USD
"SPF DIANA (THAILAND) CO., LTD",2011-10-26 00:00:00.0,2016-10-26 00:00:00.0,,84 0 854492460,,,,41-003426,2011-10-26 00:00:00.0,2016-10-26 00:00:00.0,,"SPF Diana (Thailand) Co., Ltd","68/5 Mooti 8, Tumbol bangkrajao, Amphur Muang, Samutsakorn Province",6634845285,2009,Thái Lan,,0 USD
BEMIS HONG KONG LIMITED,2014-07-17 00:00:00.0,2019-07-17 00:00:00.0,,,,,,41-004114,2014-07-17 00:00:00.0,2019-07-17 00:00:00.0,,Bemis Hong Kong Limited,"Level 54 Hopewell Centre, 183 Queen's Road East, Hong Kong",8527855155,2003,Hồng Kông,,0 USD
MARIZ ARINZE VENTIURES NIGERIA COMPANY LIMITED,2011-10-26 00:00:00.0,2016-10-26 00:00:00.0,,,,,,41-003425,2011-10-26 00:00:00.0,2016-10-26 00:00:00.0,,Mariz Arinze Ventiures Nigeria Company Limited,"Plot No.36820, Rock Haven, phase 3, Jos, Plateau State.",2348033737283,2009,Nigeria,,0 USD
HISAKAWORKS S.E.A. SDN. BHD.,2012-07-16 00:00:00.0,2013-07-16 00:00:00.0,,,,,,41-003626,2012-07-16 00:00:00.0,2013-07-16 00:00:00.0,,Hisakaworks S.E.A. Sdn. Bhd.,"Lot 4882, 5, Jalan SS 13/2, 47500 Subang Jaya, Selangor Darul Ehsan, Malaysia",603-56218588,2004,Malaysia,,0 USD
"VAST TEAMCYBER INTERNATIONAL CO., LTD",2011-10-10 00:00:00.0,2016-10-10 00:00:00.0,,,"440, Trần Hưng Đạo, phường 2, quận 5, thành phố Hồ Chí Minh, Việt Nam",,,41-003415,2011-10-10 00:00:00.0,2016-10-10 00:00:00.0,,"Vast Teamcyber International Co., Ltd","15F-7., No 400, Huanbei Rd, Zhongli City, Taoyuan County 320, Taiwan",,2008,Taiwan,,0 USD
FAVOR RISE MANAGEMENT LIMITED,2010-12-07 00:00:00.0,2011-12-07 00:00:00.0,Philippines,thông báo sau,,Rowell Donato Ng Tan,Philippines,41-003143,2010-12-07 00:00:00.0,2011-12-07 00:00:00.0,,Favor Rise Management Limited,"P.O. Box 957, Offshore Incorporations Centre, Road Town, Tortola, British Virgin Islands",+632 6414757,2007,,,50.000 USD
CONINT PTE. LTD.,2011-05-18 00:00:00.0,2016-05-18 00:00:00.0,Singapore,,,Lim Quee Hong,Singapore,41-003293,2011-05-18 00:00:00.0,2016-05-18 00:00:00.0,,Conint Pte. Ltd.,"57 UBI Crescent, Singapore (408596)",6568442868,1999,Singapore,,0 USD
UNILIN,2014-10-21 14:38:12.068,2019-10-20 00:00:00.0,,,,,,"41-004187
Thương mại",2014-10-21 14:38:12.068,2019-10-20 00:00:00.0,"Thương mại : Gỗ, lâm sản,",Unilin,"Ooigemstraat 3, 8710 Wielsbeke, Belgium",32566675211,0,Vương Quốc Bỉ,,0 USD
SHUN SHING HOLDINGS LIMITED,2012-06-05 00:00:00.0,2017-02-10 00:00:00.0,Ấn Độ,22216695,,Sophia Asma,Ấn Độ,41-003594,2012-06-05 00:00:00.0,2017-02-10 00:00:00.0,,Shun Shing Holdings Limited,"Unit 1913-16 19/F, China Merchants Tower Shun Tak, Ctr 200 Connaught Road Central, Hongkong",85228341991,2000,Hồng Kông,,1.000.000 USD
"VĂN PHÒNG ĐẠI DIỆN STANDARD CHEM &amp; PHARM CO., LTD TẠI THÀNH PHỐ HỒ CHÍ MINH.",2010-12-07 00:00:00.0,2021-12-06 00:00:00.0,Trung Quốc,39246882-883,"1119, Trần Hưng Đạo, phường 5, quận 5, thành phố Hồ Chí Minh, Việt Nam","Chuang, Yu-Ming",Trung Quốc,79-03141-01,2010-12-07 00:00:00.0,2021-12-06 00:00:00.0,,"Standard Chem &amp; Pharm Co., Ltd","(730) No. 6-20, Tuku, Tuku Village, Sinying District, Tainan City 73055, Taiwan",,1967,Taiwan,,0 USD
GENOME PHARMACEUTICALS (PRIVATE) LIMITED,2014-11-07 10:41:34.045,2019-11-07 00:00:00.0,Pakistan,66850200,"403, 4, 18B, Nam Quốc Cang, phường Phạm Ngũ Lão, quận 1, thành phố Hồ Chí Minh, Việt Nam",Shaikh Saleem Ahmed,Pakistan,"41-004203
Thương mại",2014-11-07 10:41:34.045,2019-11-07 00:00:00.0,"Thương mại : Dược phẩm, thuốc tây,",Genome Pharmaceuticals (Private) Limited,"House #593-B, Street #10, Chaklala, Scheme - III, Rawalpindi, Punjab, Pakistan",925157662467,0,Pakistan,,0 USD
SURAKSHA PHARMA PRIVATE LIMITED,2011-05-12 00:00:00.0,2012-05-12 00:00:00.0,Ấn Độ,,,KAMAL CHAND MADANLAL JAIN,Ấn Độ,41-003284,2011-05-12 00:00:00.0,2012-05-12 00:00:00.0,,SURAKSHA PHARMA PRIVATE LIMITED,"101, Sai Ram Estates, Near Kammasangam, Ameerpet, Hyderabad, State of Andhra Pradesh, India - 500 073",,1998,Ấn Độ,,0 USD
"LIMIN CHEMICAL CO., LTD",2011-08-02 00:00:00.0,2021-07-14 00:00:00.0,Trung Quốc,,"10.02, 10, 86, Tản Đà, phường 11, quận 5, thành phố Hồ Chí Minh, Việt Nam",XU FUDAN,Trung Quốc,41-003347,2011-08-02 00:00:00.0,2021-07-14 00:00:00.0,,"Limin Chemical Co., Ltd","Economic Development Zone, Xin Yi, Jiangsu, China",,1996,Trung Quốc,,0 USD
AMSCAN ASIA INTERNATIONAL LIMITED,2014-01-09 00:00:00.0,2019-04-03 00:00:00.0,Việt Nam,,,Hoàng Bảo Ngọc,Việt Nam,41-004009,2014-01-09 00:00:00.0,2019-04-03 00:00:00.0,,Amscan Asia International Limited,"35/F &amp; 36/F, Saxon Tower, 7 Cheung Shun St, Lai Chi Kok, KL, Hongkong",85221551515,2003,Hồng Kông,,1.000 USD
"PIOVAN PLASTICS MACHINERY (SUZHOU) CO., LTD.",2013-08-22 00:00:00.0,2013-08-22 00:00:00.0,Trung Quốc,,,Lam Man Wai,Trung Quốc,41-003907,2013-08-22 00:00:00.0,2013-08-22 00:00:00.0,,"Piovan Plastics Machinery (Suzhou) Co., Ltd.","No 71, Jiangpu Road, Suzhou Industrial Park, China",86051267325312,2004,Trung Quốc,,0 USD
CHIKAMI MILTEC INC.,2011-04-04 00:00:00.0,2016-04-04 00:00:00.0,Việt Nam,62690244,,Phạm Lê Như An,Việt Nam,41-003242,2011-04-04 00:00:00.0,2016-04-04 00:00:00.0,,Chikami Miltec Inc.,"Kochi-shi, Otesuji 1-6-3, Japan",81888221181,1956,Nhật Bản,,0 USD
FIRST OCEANS TRADING CORPORATION,2014-09-05 00:00:00.0,2018-09-05 00:00:00.0,Việt Nam,,"801.1, Vietnam Business Center, 57-59, Hồ Tùng Mậu, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Hồ Thị Thu Danh,Việt Nam,41-004153,2014-09-05 00:00:00.0,2018-09-05 00:00:00.0,,First Oceans Trading Corporation,"16930 - 114 Avenue, Edmonton, Alberta, T5M 3S2, Canada",780-577-4043,2004,Canada,,2.830.000 USD
"LEXINGTON FURNITURE INDUSTRIES, INC.",2011-11-22 00:00:00.0,,,3511 0072,"100, Nguyễn Xí, phường 26, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",,,41-003451,2011-11-22 00:00:00.0,,,"Lexington Furniture Industries, Inc.","1300 National Highway, Thomasville, NC 27360, USA.",,1936,Hoa Kỳ,,0 USD
AEM SINGAPORE PTE. LTD.,2014-03-14 00:00:00.0,2018-03-14 00:00:00.0,,38237850,"6A3, Fimexco, 6, 231-233, Lê Thánh Tôn, phường Bến Thành, quận 1, thành phố Hồ Chí Minh, Việt Nam",,,41-004036,2014-03-14 00:00:00.0,2018-03-14 00:00:00.0,,AEM Singapore Pte. Ltd.,"52 Serangoon North Avenue 4, Singapore (555853)",65 65510309,1992,Singapore,,8.034.824 USD
"NANTONG METALFORMING EQUIPMENT CO., LTD",2014-01-13 00:00:00.0,2019-01-13 00:00:00.0,Trung Quốc,,,Yan TingYu,Trung Quốc,41-004010,2014-01-13 00:00:00.0,2019-01-13 00:00:00.0,,"Nantong Metalforming Equipment Co., Ltd",In Forging Industrial Park of Economic Developement Zone,8651382153881,2002,Trung Quốc,,0 USD
NAKANO SEISAKUSHO JOINT STOCK COMPANY,2014-07-16 00:00:00.0,2020-04-23 00:00:00.0,Nhật Bản,0964067070,"65, Thăng Long, phường 4, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Nishijima Daisuke,Nhật Bản,41-004112,2014-07-16 00:00:00.0,2020-04-23 00:00:00.0,,Nakano Seisakusho Joint Stock Company,"1-18-26, Ajirokita, Higashi Osaka - shi, Osaka - fu, Japan",072-9810969,1957,Nhật Bản,,118.134 USD
KK FOOD TRADING COMPANY LIMITED,2014-08-06 00:00:00.0,2019-08-05 00:00:00.0,Việt Nam,,"1.02, SATRA Đồng Khởi, 01, 58, Lam sơn, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Lê Thanh Sơn,Việt Nam,41-004134,2014-08-06 00:00:00.0,2019-08-05 00:00:00.0,,KK Food Trading Company Limited,"Unit B, 14/F, CNT Commercial Building, No. 302 Queen's Road Central, Hong Kong",85225110600,1989,Hồng Kông,,0 USD
DESEA SDN.BHD,2011-09-09 00:00:00.0,2016-09-08 00:00:00.0,Việt Nam,,,Nguyễn Hòa Hận,Việt Nam,41-003374,2011-09-09 00:00:00.0,2016-09-08 00:00:00.0,,Desea Sdn.bhd,"No11 Jalan U1/19, Seksyen U1, Hicom-Glenmarie Industrial Park, 40150 Shah Alam, Selangor, Malaysia",03-78809564,2001,Malaysia,,0 USD
"MI RAE FASHION CO., LTD",2014-03-28 00:00:00.0,2019-03-28 00:00:00.0,,,"528, khu phố 2, TA28, phường Thới An, quận 12, thành phố Hồ Chí Minh, Việt Nam",,,41-004048,2014-03-28 00:00:00.0,2019-03-28 00:00:00.0,,"Mi Rae Fashion Co., Ltd","144-1203, Samsung Raemian APT, 425-8, Bisan-dong, Dongahn-gu, Anyang-si, Gyeonggi-do, South Korea",07082439081,2012,Hàn Quốc,,0 USD
ROYAL GOLDEN GENERAL TRADING (LLC),2014-11-25 10:38:28.97,2019-11-25 00:00:00.0,Ả-rập Saudi,38270355,,Parsram Dhirani,Ả-rập Saudi,"41-004216
Thương mại",2014-11-25 10:38:28.97,2019-11-25 00:00:00.0,"Thương mại : Nông sản,",Royal Golden General Trading (LLC),"No. 102 office, King Sheikh Hashir Bin Maktoum Bin Jumua A1 Maktoum, Diera, Alras, U.A.E",+97142263300,0,United Arab Emirates,,0 USD
NISH AUTOMATION PRIVATE LIMITED,2011-05-16 00:00:00.0,2016-05-16 00:00:00.0,Ấn Độ,,,MOZAM KHUSHRU DARUWALLA,Ấn Độ,41-003291,2011-05-16 00:00:00.0,2016-05-16 00:00:00.0,,Nish Automation Private Limited,"506, City Centre, Near Sosyo Circle, Udhna Magdalla Road, Surat 395003, State: Gujarat, Country: India",91-261-3231333,2002,Ấn Độ,,0 USD
NETIKA BUSINESS SOLUTIONS,2015-01-30 15:14:55.86,2016-08-31 00:00:00.0,Vương Quốc Bỉ,,,Julien Morret,Vương Quốc Bỉ,"41-004261
Thương mại",2015-01-30 15:14:55.86,2016-08-31 00:00:00.0,"Thương mại : Phần cứng máy tính,",Netika Business Solutions,"Avenue Zénobe Gramme 27, 1300 Wavre, Belgium",32 10 832500,0,Vương Quốc Bỉ,,76.537 USD
CYBER POWER SYSTEMS INC.,2014-05-30 00:00:00.0,2019-05-05 00:00:00.0,Việt Nam,,"L14-08B, 14, 72, Lê Thánh Tôn, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Minh Tuấn,Việt Nam,41-004080,2014-05-30 00:00:00.0,2019-05-05 00:00:00.0,,Cyber Power Systems Inc.,"6F., No.32, Sec.1, Chenggong Rd., Nangang District, Taipei City 115, Taiwan, R.O.C",886 2 2651 8699,1997,Taiwan,,3.600.000 USD
HEXTAR CHEMICALS SDN BHD,2014-06-18 00:00:00.0,2019-06-18 00:00:00.0,Malaysia,,"366/7G, Chu Văn An, phường 12, quận Bình Thạnh, thành phố Hồ Chí Minh, Việt Nam",Lee Leng Choy,Malaysia,41-004092,2014-06-18 00:00:00.0,2019-06-18 00:00:00.0,,Hextar Chemicals Sdn Bhd,"Lot 5, Jalan Perigi Nenas 7/3, Fasa 1A, Pulau Indah Industrial Park, 42920 Pulau Indah, Port Klang, Selangor Darul Ehsan, Malays",603 3101 3333,1985,Malaysia,,0 USD
"KEVCOMP, INC.",2012-05-16 00:00:00.0,2017-03-01 00:00:00.0,,0862909969,,,,41-003583,2012-05-16 00:00:00.0,2017-03-01 00:00:00.0,,"Kevcomp, Inc.","4300 Long Beach Blvd. Suite 720, Long Beach, CA 90807, USA",562 423 3028,1999,Hoa Kỳ,,0 USD
MKO,2012-06-13 00:00:00.0,2017-06-13 00:00:00.0,Nhật Bản,,,DƯƠNG QUANG TRÍ,Nhật Bản,41-003599,2012-06-13 00:00:00.0,2017-06-13 00:00:00.0,,MKO,Osakashi Tennojiku Uehonmachi 6-3-31 Hihi Town 801,81-6-6776-4540,2006,Nhật Bản,,0 USD
BELIPHARM,2012-02-06 00:00:00.0,2017-02-05 00:00:00.0,Việt Nam,,,Vũ Đặng Hoàng Ngân,Việt Nam,41-003508,2012-02-06 00:00:00.0,2017-02-05 00:00:00.0,,Belipharm,"Kerkstraat 77, 3010 Leuven, Belgium",32016253772,2006,Vương Quốc Bỉ,,18.550 USD
"VĂN PHÒNG ĐẠI DIỆN SANYO SHIGYO CO., LTD TẠI THÀNH PHỐ HỒ CHÍ MINH.",2014-12-26 16:47:13.087,2017-12-26 00:00:00.0,,,,,,"41-004239
Sản xuất",2014-12-26 16:47:13.087,"2017-12-26 00:00:00.0
Sản xuất","Sản xuất
Sản xuất
Sản xuất
Đầu tư
Thương mại
Sản xuất : Giấy, bao bì
Sản phẩm gia dụng
Đồ nội thất, ngoại thất
Bất động sản
Kinh doanh tổng hợp
Hàng tiêu dùng,","Sanyo Shigyo Co., Ltd","25-15-3 Nishiiko, Adachi, Tokyo, Japan",03-3897-7181,0,Nhật Bản,Tokyo,0 USD
"VĂN PHÒNG ĐẠI DIỆN SHIRAKAWA SEISAKUSHO, LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH.",2014-01-22 00:00:00.0,2017-01-21 00:00:00.0,,,"1B, 29-29A, Huỳnh Văn Bánh, phường 17, quận Phú Nhuận, thành phố Hồ Chí Minh, Việt Nam",,,"41-004012
Thương mại",2014-01-22 00:00:00.0,"2017-01-21 00:00:00.0
Xây dựng","Thương mại
Xây dựng : Máy móc, thiết bị công nghiệp
Bất động sản,","Shirakawa Seisakusho, Ltd.","2-21-19, Nakacho, Toda-shi, Saitama-ken, Japan",81-48-432-0901,1957,Nhật Bản,,0 USD
MSL GROUPE,2011-03-01 00:00:00.0,2016-03-01 00:00:00.0,Cộng Hòa Pháp,35472293,,"Gilles Emile, Kléber Fyot",Cộng Hòa Pháp,41-003214,2011-03-01 00:00:00.0,2016-03-01 00:00:00.0,,MSL Groupe,"4 rue Denis Papin, Z I Mitry Compans, 77290 Mitry Mory, France",33 1 48 17 82 30,1999,Pháp,,38.000 USD
ATOM S.P.A.,2014-11-18 14:42:21.055,2019-11-18 00:00:00.0,Ý,,"6, Maritime Bank Tower, 9, 180-192, Nguyễn Công Trứ, phường Nguyễn Thái Bình, quận 1, thành phố Hồ Chí Minh, Việt Nam",Ulisse Angelo Bossi,Ý,"41-004210
Thương mại",2014-11-18 14:42:21.055,2019-11-18 00:00:00.0,"Thương mại : Máy móc, thiết bị công nghiệp,",Atom S.P.A.,"Vigevano (PV) Via Morosini, 6 CAP 27029, Italy",3903813021,0,Ý,,0 USD
SUZUKIDENSO JOINT STOCK COMPANY,2014-12-19 14:08:36.863,2019-12-19 00:00:00.0,Việt Nam,,"814/21, Sư Vạn Hạnh, phường 12, quận 10, thành phố Hồ Chí Minh, Việt Nam",Nguyễn Phú Hoàng,Việt Nam,"41-004229
Thương mại",2014-12-19 14:08:36.863,2019-12-19 00:00:00.0,"Thương mại : Thiết bị bán dẫn, linh kiện điện tử,",Suzukidenso Joint Stock Company,"389-1 Shima, Shimada-shi, Sizuoka-ken, Japan",0547462101,0,Nhật Bản,,0 USD
"VĂN PHÒNG ĐẠI DIỆN SOUEN, INC. TẠI THÀNH PHỐ HỒ CHÍ MINH.",2013-02-05 00:00:00.0,2017-02-05 00:00:00.0,,,"213/22/5 (số cũ: 213/183D), Nguyễn Trãi, phường 2, quận 5, thành phố Hồ Chí Minh, Việt Nam",,,"41-003792
Thương mại",2013-02-05 00:00:00.0,"2017-02-05 00:00:00.0
Thương mại","Thương mại
Thương mại : Nguyên, nhiên vật liệu
Sắt, thép,","Souen, Inc.","2203 4-Chome, Tochi, Minato-ku, Nagoya-shi, Japan",81-523848150,2007,Nhật Bản,,0 USD
"GOYO KOUN CO., LTD.",2014-03-26 00:00:00.0,2022-03-25 00:00:00.0,Nhật Bản,35104817,"5, 41-43, Phường 06, quận 3, thành phố Hồ Chí Minh, Việt Nam",Okada Shoji,Nhật Bản,79-04046-01,2014-03-26 00:00:00.0,2022-03-25 00:00:00.0,,"Goyo Koun Co., Ltd.","2-1 Masafuto, Nada-ku, kobe-shi, Japan",0081-78-862-5439,1950,Nhật Bản,,0 USD
"LEDLITEK CO., LTD",2014-12-22 14:32:46.553,2017-12-22 00:00:00.0,Hàn Quốc,TV Thu: 0916455438,"18, đường Nội khu Mỹ Toàn 1, phường Tân Phong, quận 7, thành phố Hồ Chí Minh, Việt Nam",Kang KyoungTae,Hàn Quốc,"41-004233
Thương mại",2014-12-22 14:32:46.553,2017-12-22 00:00:00.0,"Thương mại : Thiết bị bán dẫn, linh kiện điện tử,","Ledlitek Co., Ltd","81, Geumhoseonmal-gil, Bugang-myeon, Sejong-si, Korea",07043313500,0,Hàn Quốc,,0 USD
PACIFIC BUNKERS PTE. LTD.,2014-02-27 00:00:00.0,2019-02-27 00:00:00.0,Singapore,,,Low An Pang,Singapore,41-004028,2014-02-27 00:00:00.0,2019-02-27 00:00:00.0,,Pacific Bunkers Pte. Ltd.,"120 Lower Delta Road, #13-16, Cendex Centre, Singapore (169208)",65 62767266,2009,Singapore,,395.220 USD
JOB CLOVER CORPORATION,2011-01-20 00:00:00.0,2016-01-20 00:00:00.0,Nhật Bản,,,Ebuchi Shinya,Nhật Bản,41-003182,2011-01-20 00:00:00.0,2016-01-20 00:00:00.0,,Job Clover Corporation,"14/27 Asahimachi, Suitashi, Osaka, Japan",0810648609889,1995,Nhật Bản,,0 USD
"SANTONI (SHANGHAI) KNITTING MACHINERY CO., LTD",2015-03-20 15:50:16.232,2020-03-20 00:00:00.0,Việt Nam,38426272,"354C, Cộng Hòa, phường 13, quận Tân Bình, thành phố Hồ Chí Minh, Việt Nam",Lê Văn Hòa,Việt Nam,"41-004291
Thương mại",2015-03-20 15:50:16.232,2020-03-20 00:00:00.0,"Thương mại : Máy móc, thiết bị công nghiệp,","Santoni (Shanghai) Knitting Machinery Co., Ltd","No.111, East Shanfu Road, Jinshan District, Shanghai City, China",86-21-57240777,0,Trung Quốc,Shanghai,0 USD
VĂN PHÒNG ĐẠI DIỆN MEBROM LIMITED TẠI THÀNH PHỐ HỒ CHÍ MINH.,2013-07-03 00:00:00.0,2019-07-11 00:00:00.0,Vương Quốc Bỉ,,"801.2, Tòa nhà Vietnam Business Center, 57-59, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Christiaan Joseph Rosalie Trogh,Vương Quốc Bỉ,"79-03882-01
Thương mại",2013-07-03 00:00:00.0,2019-07-11 00:00:00.0,"Thương mại : Hóa chất,",Mebrom Limited,"Unit 1411 14/F, Lippo Sun Plaza, 28 Canton Rd TST, KL, Hongkong",85223770880,2010,Hồng Kông,,100.000 USD
MILSPEED LIMITED,2014-12-16 09:51:37.438,2016-11-15 00:00:00.0,,54161727,,,,"41-004227
Thương mại",2014-12-16 09:51:37.438,2016-11-15 00:00:00.0,"Thương mại : Nguyên phụ liệu dệt may, da giày,",Milspeed Limited,"Willow Court, Bourton Industrial Park, Bourton on the Water, Gloucestershire, GL54 2HQ, United Kingdom",441451820381,0,Vương Quốc Anh,Gloucestershire,0 USD
"UBM ASIA (THAILAND) CO., LTD",2011-11-01 00:00:00.0,2016-11-01 00:00:00.0,,54012718,,,,41-003434,2011-11-01 00:00:00.0,2016-11-01 00:00:00.0,,"UBM Asia (Thailand) Co., Ltd","503/23 K.S.L. Tower, 14th Fl., Sri Ayudhaya Road, Kwang Thanon Phayathai, Khet Rajthavee, Bangkok, Thailand",6626426911,1994,Thái Lan,,0 USD
MCLINK ASIA PTE LTD.,2013-05-14 00:00:00.0,2016-05-15 00:00:00.0,Singapore,,,JACK NG CHIN HENG,Singapore,41-003845,2013-05-14 00:00:00.0,2016-05-15 00:00:00.0,,Mclink Asia Pte Ltd.,"51 UBI Avenue 1, # 05 - 11, Paya Ubi Industrial Park, Singapore (408933)",65 68468589,2002,Singapore,,668.412 USD
ASIA MILLESIME LIMITED,2014-09-16 00:00:00.0,2017-06-20 00:00:00.0,Cộng Hòa Pháp,,,Trichet Jean Baptiste Guy Edmond,Cộng Hòa Pháp,41-004171,2014-09-16 00:00:00.0,2017-06-20 00:00:00.0,,Asia Millesime Limited,"Flat B 25/F Tower 5 The Waterfront 1 Austin Rd West, KL, Hongkong",85266860096,2012,Hồng Kông,,10.000 USD
FAIRWOOD CONSULTANTS PTE. LTD.,2011-05-13 00:00:00.0,2016-05-13 00:00:00.0,Ấn Độ,,,Ranjan Ayush,Ấn Độ,41-003288,2011-05-13 00:00:00.0,2016-05-13 00:00:00.0,,Fairwood Consultants Pte. Ltd.,"112 Middle Road, #07-03, Midland House, Singapore (188970)",6563384608,2007,Singapore,,0 USD
SCHMOLZ + BICKENBACH SINGAPORE PTE. LTD.,2011-09-27 00:00:00.0,2016-09-27 00:00:00.0,,,,,,41-003392,2011-09-27 00:00:00.0,2016-09-27 00:00:00.0,,Schmolz + Bickenbach Singapore Pte. Ltd.,"1 Toh Tuck Link, # 04 - 02, Singapore (596222)",65 65155929,1989,Singapore,,1.000.000 USD
ATKINS CHINA LIMITED,2012-12-07 00:00:00.0,2019-05-11 00:00:00.0,Việt Nam,62888700,"1316, Kumho Asiana Plaza, 13, 39, Lê Duẩn, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Mai Quang Trí,Việt Nam,41-003736,2012-12-07 00:00:00.0,2019-05-11 00:00:00.0,,Atkins China Limited,"13/F &amp; 14/F, Wharf T&amp;T Centre, Harbour City, Tsim Sha Tsui, KL, Hong Kong",85229721000,1989,Hồng Kông,,100.000 USD
"VĂN PHÒNG ĐẠI DIỆN ADASTRIA CO., LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH.",2011-07-14 00:00:00.0,2021-06-20 00:00:00.0,Nhật Bản,38221741,"G.01A, trệt, 57-59, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh, Việt Nam",Yoshizawa Satoshi,Nhật Bản,"79-03332-01
Thương mại",2011-07-14 00:00:00.0,2021-06-20 00:00:00.0,"Thương mại : Kinh doanh tổng hợp,","Adastria Co., Ltd.","3-1-27, Izumi-cho, Mito-shi, Ibaraki, Japan",81 352196300,2006,Nhật Bản,,0 USD
"FOUR HANDS, LLC",2012-09-13 00:00:00.0,2017-09-13 00:00:00.0,,,"4, 23B, khu phố 2, Tờ bản đồ số 3, xã Tam Bình, phường Bình An, quận 2, thành phố Hồ Chí Minh, Việt Nam",,,41-003672,2012-09-13 00:00:00.0,2017-09-13 00:00:00.0,,"Four Hands, LLC","2090 Woodward Street, Austin, Texas 78744, USA",,2007,Hoa Kỳ,,0 USD
YANOS TRADING PTE LTD,2011-07-05 00:00:00.0,2021-06-22 00:00:00.0,Nhật Bản,32877111,"2, 31C, Lý Tự Trọng, Phường 01, quận 1, thành phố Hồ Chí Minh, Việt Nam",Shinichi Mitani,Nhật Bản,41-003324,2011-07-05 00:00:00.0,2021-06-22 00:00:00.0,,Yanos Trading Pte Ltd,"390 havelock Road, # 08- 02, King's Centre, Singapore (169662)",6565332086,1993,Singapore,,0 USD
HMSHOST INTERNATIONAL B.V.,2014-10-29 16:14:28.454,2017-01-13 00:00:00.0,,,,,,"41-004194
Dịch vụ",2014-10-29 16:14:28.454,2017-01-13 00:00:00.0,"Dịch vụ : Quản lý tài sản,",HMSHost International B.V.,"Vertrekpassage 9, Term 1/3/3218, 1118AP Luchthaven Schiphol, The Netherlands",310206034603,0,Hà Lan,,0 USD
